participant_id,timepoint,question_id,question_text,availability,topics,response,study_field,study_level,tutorials_completed
P02,POST,Q17,I am familiar with the WebGPU API.,both,webgpu_specifics,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q18,I understand the purpose of a bind group in WebGPU. ,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q18,I understand the purpose of a bind group in WebGPU. ,both,webgpu_specifics,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q19,I understand how a command encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q19,I understand how a command encoder works in WebGPU.,both,webgpu_specifics,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q20,I understand how a render pass encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q20,I understand how a render pass encoder works in WebGPU.,both,webgpu_specifics,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q21,I understand how pipeline layouts relate to bind groups.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q21,I understand how pipeline layouts relate to bind groups.,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q22,I understand the role of GPU buffers in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q22,I understand the role of GPU buffers in WebGPU.,both,webgpu_specifics,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q23,I feel confident modifying shader code.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q23,I feel confident modifying shader code.,both,confidence,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q24,I feel confident working with a modern graphics API.,both,confidence,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q24,I feel confident working with a modern graphics API.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,PRE,Q25,I feel confident debugging rendering issues.,both,confidence,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q25,I feel confident debugging rendering issues.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q26,The tutorials improved my understanding of general rendering concepts. ,post_only,perceived_learning_effects,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q27,The tutorials improved my understanding of modern GPU APIs.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q28,The tutorials improved my understanding of WebGPU specifically.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q29,The hands-on implementation helped me understand the graphics pipeline.,post_only,perceived_learning_effects,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q30,"The engine structure made GPU concepts easier to understand.
",post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q31,I feel more comfortable working with WebGPU after completing the tutorials.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q32,I feel capable of implementing a simple rendering feature using WebGPU.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P02,POST,Q33,I would recommend these tutorials to others learning graphics programming.,post_only,perceived_learning_effects,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q01,I understand the difference between CPU and GPU responsibilities in rendering. ,both,general,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q01,I understand the difference between CPU and GPU responsibilities in rendering. ,both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q02,I understand the basic real-time rendering pipeline (vertex processing → rasterization → fragment processing).,both,general,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q02,I understand the basic real-time rendering pipeline (vertex processing → rasterization → fragment processing).,both,general,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q03,"I understand how transformations (model, view, projection) work. ",both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q03,"I understand how transformations (model, view, projection) work. ",both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q04,"I understand how lighting models (e.g., Phong, Blinn-Phong) work. ",both,general,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q04,"I understand how lighting models (e.g., Phong, Blinn-Phong) work. ",both,general,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q05,I understand the purpose of physically based rendering (PBR). ,both,general,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q05,I understand the purpose of physically based rendering (PBR). ,both,general,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q06,I have written shader programs before. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q06,I have written shader programs before. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q07,I understand the difference between vertex and fragment shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q07,I understand the difference between vertex and fragment shaders. ,both,shader_programming,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q08,I understand how data is passed from the CPU to shaders. ,both,shader_programming,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q08,I understand how data is passed from the CPU to shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q09,I understand how textures are sampled in shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q09,I understand how textures are sampled in shaders. ,both,shader_programming,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q10,I understand how uniform data is accessed in shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q10,I understand how uniform data is accessed in shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q11,I understand what a render pipeline object is. ,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q11,I understand what a render pipeline object is. ,both,modern_gpu_api_concepts,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q12,I understand the purpose of resource binding. ,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q12,I understand the purpose of resource binding. ,both,modern_gpu_api_concepts,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q13,I understand how uniform buffers work.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q13,I understand how uniform buffers work.,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q14,I understand how command buffers are used in modern graphics APIs.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q14,I understand how command buffers are used in modern graphics APIs.,both,modern_gpu_api_concepts,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q15,I understand the concept of a render pass.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q15,I understand the concept of a render pass.,both,modern_gpu_api_concepts,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q16,I understand how draw calls are issued in a GPU API.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q16,I understand how draw calls are issued in a GPU API.,both,modern_gpu_api_concepts,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q17,I am familiar with the WebGPU API.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q17,I am familiar with the WebGPU API.,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q18,I understand the purpose of a bind group in WebGPU. ,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q18,I understand the purpose of a bind group in WebGPU. ,both,webgpu_specifics,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q19,I understand how a command encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q19,I understand how a command encoder works in WebGPU.,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q20,I understand how a render pass encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q20,I understand how a render pass encoder works in WebGPU.,both,webgpu_specifics,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q21,I understand how pipeline layouts relate to bind groups.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q21,I understand how pipeline layouts relate to bind groups.,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q22,I understand the role of GPU buffers in WebGPU.,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q22,I understand the role of GPU buffers in WebGPU.,both,webgpu_specifics,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q23,I feel confident modifying shader code.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q23,I feel confident modifying shader code.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q24,I feel confident working with a modern graphics API.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q24,I feel confident working with a modern graphics API.,both,confidence,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,PRE,Q25,I feel confident debugging rendering issues.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q25,I feel confident debugging rendering issues.,both,confidence,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q26,The tutorials improved my understanding of general rendering concepts. ,post_only,perceived_learning_effects,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q27,The tutorials improved my understanding of modern GPU APIs.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q28,The tutorials improved my understanding of WebGPU specifically.,post_only,perceived_learning_effects,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q29,The hands-on implementation helped me understand the graphics pipeline.,post_only,perceived_learning_effects,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q30,"The engine structure made GPU concepts easier to understand.
",post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q31,I feel more comfortable working with WebGPU after completing the tutorials.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q32,I feel capable of implementing a simple rendering feature using WebGPU.,post_only,perceived_learning_effects,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P03,POST,Q33,I would recommend these tutorials to others learning graphics programming.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q01,I understand the difference between CPU and GPU responsibilities in rendering. ,both,general,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q01,I understand the difference between CPU and GPU responsibilities in rendering. ,both,general,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q02,I understand the basic real-time rendering pipeline (vertex processing → rasterization → fragment processing).,both,general,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q02,I understand the basic real-time rendering pipeline (vertex processing → rasterization → fragment processing).,both,general,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q03,"I understand how transformations (model, view, projection) work. ",both,general,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q03,"I understand how transformations (model, view, projection) work. ",both,general,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q04,"I understand how lighting models (e.g., Phong, Blinn-Phong) work. ",both,general,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q04,"I understand how lighting models (e.g., Phong, Blinn-Phong) work. ",both,general,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q05,I understand the purpose of physically based rendering (PBR). ,both,general,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q05,I understand the purpose of physically based rendering (PBR). ,both,general,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q06,I have written shader programs before. ,both,shader_programming,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q06,I have written shader programs before. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q07,I understand the difference between vertex and fragment shaders. ,both,shader_programming,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q07,I understand the difference between vertex and fragment shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q08,I understand how data is passed from the CPU to shaders. ,both,shader_programming,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q08,I understand how data is passed from the CPU to shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q09,I understand how textures are sampled in shaders. ,both,shader_programming,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q09,I understand how textures are sampled in shaders. ,both,shader_programming,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q10,I understand how uniform data is accessed in shaders. ,both,shader_programming,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q10,I understand how uniform data is accessed in shaders. ,both,shader_programming,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q11,I understand what a render pipeline object is. ,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q11,I understand what a render pipeline object is. ,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q12,I understand the purpose of resource binding. ,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q12,I understand the purpose of resource binding. ,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q13,I understand how uniform buffers work.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q13,I understand how uniform buffers work.,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q14,I understand how command buffers are used in modern graphics APIs.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q14,I understand how command buffers are used in modern graphics APIs.,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q15,I understand the concept of a render pass.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q15,I understand the concept of a render pass.,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q16,I understand how draw calls are issued in a GPU API.,both,modern_gpu_api_concepts,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q16,I understand how draw calls are issued in a GPU API.,both,modern_gpu_api_concepts,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q17,I am familiar with the WebGPU API.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q17,I am familiar with the WebGPU API.,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q18,I understand the purpose of a bind group in WebGPU. ,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q18,I understand the purpose of a bind group in WebGPU. ,both,webgpu_specifics,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q19,I understand how a command encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q19,I understand how a command encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q20,I understand how a render pass encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q20,I understand how a render pass encoder works in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q21,I understand how pipeline layouts relate to bind groups.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q21,I understand how pipeline layouts relate to bind groups.,both,webgpu_specifics,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q22,I understand the role of GPU buffers in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q22,I understand the role of GPU buffers in WebGPU.,both,webgpu_specifics,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q23,I feel confident modifying shader code.,both,confidence,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q23,I feel confident modifying shader code.,both,confidence,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q24,I feel confident working with a modern graphics API.,both,confidence,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q24,I feel confident working with a modern graphics API.,both,confidence,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,PRE,Q25,I feel confident debugging rendering issues.,both,confidence,1,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q25,I feel confident debugging rendering issues.,both,confidence,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q26,The tutorials improved my understanding of general rendering concepts. ,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q27,The tutorials improved my understanding of modern GPU APIs.,post_only,perceived_learning_effects,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q28,The tutorials improved my understanding of WebGPU specifically.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q29,The hands-on implementation helped me understand the graphics pipeline.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q30,"The engine structure made GPU concepts easier to understand.
",post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q31,I feel more comfortable working with WebGPU after completing the tutorials.,post_only,perceived_learning_effects,2,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q32,I feel capable of implementing a simple rendering feature using WebGPU.,post_only,perceived_learning_effects,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P04,POST,Q33,I would recommend these tutorials to others learning graphics programming.,post_only,perceived_learning_effects,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 4: Post Processing"
P05,PRE,Q01,I understand the difference between CPU and GPU responsibilities in rendering. ,both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q01,I understand the difference between CPU and GPU responsibilities in rendering. ,both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q02,I understand the basic real-time rendering pipeline (vertex processing → rasterization → fragment processing).,both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q02,I understand the basic real-time rendering pipeline (vertex processing → rasterization → fragment processing).,both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q03,"I understand how transformations (model, view, projection) work. ",both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q03,"I understand how transformations (model, view, projection) work. ",both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q04,"I understand how lighting models (e.g., Phong, Blinn-Phong) work. ",both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q04,"I understand how lighting models (e.g., Phong, Blinn-Phong) work. ",both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q05,I understand the purpose of physically based rendering (PBR). ,both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q05,I understand the purpose of physically based rendering (PBR). ,both,general,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q06,I have written shader programs before. ,both,shader_programming,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q06,I have written shader programs before. ,both,shader_programming,3,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q07,I understand the difference between vertex and fragment shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q07,I understand the difference between vertex and fragment shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q08,I understand how data is passed from the CPU to shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q08,I understand how data is passed from the CPU to shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q09,I understand how textures are sampled in shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q09,I understand how textures are sampled in shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q10,I understand how uniform data is accessed in shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q10,I understand how uniform data is accessed in shaders. ,both,shader_programming,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,PRE,Q11,I understand what a render pipeline object is. ,both,modern_gpu_api_concepts,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
P05,POST,Q11,I understand what a render pipeline object is. ,both,modern_gpu_api_concepts,4,Computer Science,Master,"Tutorial 1: Unlit Shader, Tutorial 2: Custom Bindgroup, Tutorial 4: Post Processing"
